player_id,age,size_bucket,season,delta_pts_per75,delta_ast_per75,delta_trb_per75,delta_stl_per75,delta_blk_per75,delta_vorp,delta_bpm,delta_ws_per_48,delta_ts_pct,delta_per
luety01,27,Guard,2005,2.6247499541438124,-1.2518479282420714,-0.2678548367299558,0.13184806413300165,0.16432334121771253,0.4,1.3,0.016,0.04299999999999993,1.4000000000000004
luety01,28,Guard,2006,-1.2906679275011292,0.20647103481319906,0.16830980825780717,-0.23267286024830836,-0.16432334121771253,-0.4,-1.2,-0.022999999999999993,-0.050999999999999934,-1.4000000000000004
luety01,29,Guard,2007,-1.4103699062990334,-1.3243231383860254,0.11837581332138525,-0.058787649283419174,0.0,0.1,0.5,-0.0010000000000000009,0.009000000000000008,-2.1999999999999993
luety01,30,Guard,2008,-1.3947894670571035,0.6837419368541071,0.4126504982448145,0.13554571930464643,0.0,0.0,0.4999999999999999,-0.0020000000000000018,-0.006000000000000005,-1.5999999999999996
lumpkph01,23,Guard,1975,-2.199876189471797,-3.3460406226669024,-0.31563506396784957,0.4162899622889654,-0.20882849959470787,0.1,-0.20000000000000018,-0.009000000000000001,-0.03999999999999998,-3.3000000000000007
lumppra01,26,Guard,1950,,,,,,,,,0.07299999999999995,
lumppra01,27,Guard,1951,,,,,,,,,-0.044999999999999984,
lumppra01,28,Guard,1952,1.22876318450216,1.0922982561244932,0.3402286403067216,,,,,-0.0020000000000000018,0.010000000000000009,2.3000000000000007
luwawti01,21,Wing,2017,-0.05448438256852839,-0.001907010960040978,-1.4356525423536106,-0.6083134681960609,0.021521158404140678,0.4,0.5,0.011999999999999997,-0.025000000000000022,-1.5
luwawti01,22,Wing,2018,-1.48728035774338,-1.0435904319058016,1.761710440492068,0.5969661749088875,0.29848308745444374,-0.09999999999999998,-1.1000000000000005,-0.031,-0.02200000000000002,1.0
luwawti01,23,Wing,2019,3.1120923601028565,-0.15312112523595767,0.25091990794324825,-0.28112169711064905,-0.3388418447076782,0.4,3.0,0.08,0.10999999999999999,3.0
luwawti01,24,Wing,2020,-2.6314763154228498,1.216771782672266,-0.9417476702051717,0.41010489518377924,0.0022571504798453434,-0.5,-2.2,-0.08,-0.10599999999999998,-3.2
luwawti01,25,Wing,2021,-0.6176926159878313,-0.18523071077313213,0.030614871718133152,-0.3702687364882231,0.07711523446945795,0.39999999999999997,1.1000000000000005,0.046,0.06300000000000006,1.5000000000000009
lylestr01,20,Wing,2016,0.9508996808529844,0.7701489131788264,-0.4786181191175327,0.2646047518527155,0.25277208066305534,-0.2,-0.40000000000000013,-0.048,-0.05299999999999999,-1.6999999999999993
lylestr01,21,Wing,2017,4.967774980380888,0.032859011583551645,1.735183214320358,-0.1417848216613069,0.2809824494908385,1.2000000000000002,3.5,0.10300000000000001,0.12699999999999995,7.999999999999998
lylestr01,22,Wing,2018,-1.6928808756989078,0.5550520325888599,-1.481335561514265,0.2535644496012812,-0.1457373994821115,-1.2000000000000002,-3.7,-0.084,-0.09099999999999997,-5.199999999999999
